"hide";"cieId";"descripcion";"descripcionOriginal";"sinonimos";"especialidad";"subespecialidad"
"";"86.5";"SUTURA U OTRO CIERRE DE PIEL Y TEJIDO SUBCUTANEO";"SUTURA U OTRO CIERRE DE PIEL Y TEJIDO SUBCUTANEO";"";"DERMATOLOGIA";""
"";"86.51";"REIMPLANTACION DE CUERO CABELLUDO";"REIMPLANTACION DE CUERO CABELLUDO";"";"DERMATOLOGIA";""
"";"86.59";"CIERRE DE PIEL Y TEJIDO SUBCUTANEO DE OTROS SITIOS";"CIERRE DE PIEL Y TEJIDO SUBCUTANEO DE OTROS SITIOS";"";"DERMATOLOGIA";""
"";"86.6";"INJERTO CUTANEO LIBRE";"INJERTO CUTANEO LIBRE";"";"DERMATOLOGIA";""
"";"86.60";"INJERTO CUTANEO LIBRE, NEOM";"INJERTO CUTANEO LIBRE, NEOM";"";"DERMATOLOGIA";""
"";"86.61";"INJERTO CUTANEO DE GROSOR TOTAL A MANO";"INJERTO CUTANEO DE GROSOR TOTAL A MANO";"";"DERMATOLOGIA";""
"";"86.62";"OTRO INJERTO CUTANEO A MANO";"OTRO INJERTO CUTANEO A MANO";"";"DERMATOLOGIA";""
"";"86.63";"INJERTO CUTANEO DE GROSOR TOTAL A OTROS SITIOS";"INJERTO CUTANEO DE GROSOR TOTAL A OTROS SITIOS";"";"DERMATOLOGIA";""
"";"86.64";"TRASPLANTE DE PELO";"TRASPLANTE DE PELO";"";"DERMATOLOGIA";""
"";"86.65";"HETEROINJERTO A PIEL";"HETEROINJERTO A PIEL";"";"DERMATOLOGIA";""
"";"86.66";"HOMOINJERTO A PIEL";"HOMOINJERTO A PIEL";"";"DERMATOLOGIA";""
"";"86.67";"INJERTO REGENERATIVO DE PIEL";"INJERTO REGENERATIVO DE PIEL";"";"DERMATOLOGIA";""
"";"86.69";"OTRO INJERTO CUTANEO A OTROS SITIOS";"OTRO INJERTO CUTANEO A OTROS SITIOS";"";"DERMATOLOGIA";""
"";"86.7";"INJERTOS DE PEDICULOS O COLGAJOS";"INJERTOS DE PEDICULOS O COLGAJOS";"";"DERMATOLOGIA";""
"";"86.70";"INJERTO DE PEDICULO O COLGAJO, NEOM";"INJERTO DE PEDICULO O COLGAJO, NEOM";"";"DERMATOLOGIA";""
"";"86.71";"CORTE Y PREPARACION DE INJERTOS DE PEDICULOS O COLGAJOS";"CORTE Y PREPARACION DE INJERTOS DE PEDICULOS O COLGAJOS";"";"DERMATOLOGIA";""
"";"86.72";"AVANCE DE INJERTO DE PEDICULO O COLGAJO A MANO";"AVANCE DE INJERTO DE PEDICULO O COLGAJO A MANO";"";"DERMATOLOGIA";""
"";"86.73";"FIJACION DE INJERTO DE PEDICULO O COLGAJO A MANO";"FIJACION DE INJERTO DE PEDICULO O COLGAJO A MANO";"";"DERMATOLOGIA";""
"";"86.74";"FIJACION DE INJERTO DE PEDICULO O COLGAJO A OTROS SITIOS";"FIJACION DE INJERTO DE PEDICULO O COLGAJO A OTROS SITIOS";"";"DERMATOLOGIA";""
"";"86.75";"REVISION DE INJERTO DE PEDICULO O COLGAJO";"REVISION DE INJERTO DE PEDICULO O COLGAJO";"";"DERMATOLOGIA";""
"";"86.8";"OTRA REPARACION Y RECONSTRUCCION DE PIEL Y TEJIDO SUBCUTANEO";"OTRA REPARACION Y RECONSTRUCCION DE PIEL Y TEJIDO SUBCUTANEO";"";"DERMATOLOGIA";""
"";"86.81";"REPARACION DE DEBILIDAD FACIAL";"REPARACION DE DEBILIDAD FACIAL";"";"DERMATOLOGIA";""
"";"86.82";"RITIDECTOMIA FACIAL";"RITIDECTOMIA FACIAL";"";"DERMATOLOGIA";""
"";"86.83";"OPERACION PLASTICA DE REDUCCION DE TAMAÑO";"OPERACION PLASTICA DE REDUCCION DE TAMAÑO";"";"DERMATOLOGIA";""
"";"86.84";"RELAJACION DE CICATRIZ O DE CONTRACTURA RETICULADA DE PIEL";"RELAJACION DE CICATRIZ O DE CONTRACTURA RETICULADA DE PIEL";"";"DERMATOLOGIA";""
"";"86.85";"CORRECCION DE SINDACTILIA";"CORRECCION DE SINDACTILIA";"";"DERMATOLOGIA";""
"";"86.86";"ONICOPLASTIA";"ONICOPLASTIA";"";"DERMATOLOGIA";""
"";"86.87";"INJERTO DE GRASA DE PIEL Y TEJIDO SUBCUTANEO";"INJERTO DE GRASA DE PIEL Y TEJIDO SUBCUTANEO";"";"DERMATOLOGIA";""
"";"86.89";"OTRA REPARACION Y RECONSTRUCCION DE PIEL Y TEJIDO SUBCUTANEO";"OTRA REPARACION Y RECONSTRUCCION DE PIEL Y TEJIDO SUBCUTANEO";"";"DERMATOLOGIA";""
"";"86.9";"OTRAS OPERACIONES SOBRE PIEL Y TEJIDO SUBCUTANEO";"OTRAS OPERACIONES SOBRE PIEL Y TEJIDO SUBCUTANEO";"";"DERMATOLOGIA";""
"";"86.90";"EXTRACION DE GRASA PARA INJERTO O DEPOSITO";"EXTRACION DE GRASA PARA INJERTO O DEPOSITO";"";"DERMATOLOGIA";""
"";"86.91";"EXCISION DE PIEL PARA INJERTO";"EXCISION DE PIEL PARA INJERTO";"";"DERMATOLOGIA";""
"";"86.92";"ELECTROLISIS Y OTRA DEPILACION DE PIEL";"ELECTROLISIS Y OTRA DEPILACION DE PIEL";"";"DERMATOLOGIA";""
"";"86.93";"INSERCION DE EXPANSOR DE TEJIDO";"INSERCION DE EXPANSOR DE TEJIDO";"";"DERMATOLOGIA";""
"";"86.94";"INSERCION O SUSTITUCION DE GENERADOR DE PULSOS  DE NEUROESTIMULACION DE UN SOLO ELECTRODO, NO ESPECIFICADO COMO RECARGABLE";"INSERCION O SUSTITUCION DE GENERADOR DE PULSOS  DE NEUROESTIMULACION DE UN SOLO ELECTRODO, NO ESPECIFICADO COMO RECARGABLE";"";"DERMATOLOGIA";""
"";"86.95";"INSERCION O SUSTITUCION DE GENERADOR DE PULSOS  DE  NEUROESTIMULACION DE MULTIPLES ELECTRODO, NO ESPECIFICADO COMO RECARGABLE";"INSERCION O SUSTITUCION DE GENERADOR DE PULSOS  DE  NEUROESTIMULACION DE MULTIPLES ELECTRODO, NO ESPECIFICADO COMO RECARGABLE";"";"DERMATOLOGIA";""
"";"86.96";"INSERCION O SUSTITUCION DE OTRO GENERADOR DE PULSOS DE NEUROESTIMULACION";"INSERCION O SUSTITUCION DE OTRO GENERADOR DE PULSOS DE NEUROESTIMULACION";"";"DERMATOLOGIA";""
"";"86.97";"INSERCION O SUSTITUCION DE GENERADOR DE PULSOS DE NEUROESTIMULACION RECARGABLE DE ELECTRODO UNICO";"INSERCION O SUSTITUCION DE GENERADOR DE PULSOS DE NEUROESTIMULACION RECARGABLE DE ELECTRODO UNICO";"";"DERMATOLOGIA";""
"";"86.98";"INSERCION O SUSTITUCION DE GENERADOR DE PULSOS  DE NEUROESTIMULACION RECARGABLE DE  ELECTRODO MULTIPLE";"INSERCION O SUSTITUCION DE GENERADOR DE PULSOS  DE NEUROESTIMULACION RECARGABLE DE  ELECTRODO MULTIPLE";"";"DERMATOLOGIA";""
"";"86.99";"OTRA OPERACION SOBRE PIEL Y TEJIDO SUBCUTANEO NCOC";"OTRA OPERACION SOBRE PIEL Y TEJIDO SUBCUTANEO NCOC";"";"DERMATOLOGIA";""
"";"87.0";"RADIOGRAFIA DE TEJIDO BLANDO DE CARA, CABEZA Y CUELLO";"RADIOGRAFIA DE TEJIDO BLANDO DE CARA, CABEZA Y CUELLO";"";"RADIOLOGIA";""
"";"87.01";"NEUMOENCEFALOGRAMA";"NEUMOENCEFALOGRAMA";"";"RADIOLOGIA";""
"";"87.02";"OTRAS RADIOGRAFIAS DE CONTRASTE DE CEREBRO Y CRANEO";"OTRAS RADIOGRAFIAS DE CONTRASTE DE CEREBRO Y CRANEO";"";"RADIOLOGIA";""
"";"87.03";"TOMOGRAFIA AXIAL COMPUTERIZADA DE CABEZA";"TOMOGRAFIA AXIAL COMPUTERIZADA DE CABEZA";"";"RADIOLOGIA";""
"";"87.04";"OTRA TOMOGRAFIA DE CABEZA";"OTRA TOMOGRAFIA DE CABEZA";"";"RADIOLOGIA";""
"";"87.05";"DACRIOCISTOGRAFIA DE CONTRASTE";"DACRIOCISTOGRAFIA DE CONTRASTE";"";"RADIOLOGIA";""
"";"87.06";"RADIOGRAFIA DE CONTRASTE DE NASOFARINGE";"RADIOGRAFIA DE CONTRASTE DE NASOFARINGE";"";"RADIOLOGIA";""
"";"87.07";"LARINGOGRAFIA DE CONTRASTE";"LARINGOGRAFIA DE CONTRASTE";"";"RADIOLOGIA";""
"";"87.08";"LINFAGIOGRAFIA CERVICAL";"LINFAGIOGRAFIA CERVICAL";"";"RADIOLOGIA";""
"";"87.09";"OTRA RADIOGRAFIA DE TEJIDO BLANDO DE CARA,CABEZA Y CUELLO";"OTRA RADIOGRAFIA DE TEJIDO BLANDO DE CARA,CABEZA Y CUELLO";"";"RADIOLOGIA";""
"";"87.1";"OTRA RADIOGRAFIA DE CARA, CABEZA Y CUELLO";"OTRA RADIOGRAFIA DE CARA, CABEZA Y CUELLO";"";"RADIOLOGIA";""
"";"87.11";"RADIOGRAFIA DENTAL DE BOCA ENTERA";"RADIOGRAFIA DENTAL DE BOCA ENTERA";"";"RADIOLOGIA";""
"";"87.12";"OTRA RADIOGRAFIA DENTAL";"OTRA RADIOGRAFIA DENTAL";"";"RADIOLOGIA";""
"";"87.13";"ARTROGRAFIA DE CONTRASTE TEMPOROMANDIBULAR";"ARTROGRAFIA DE CONTRASTE TEMPOROMANDIBULAR";"";"RADIOLOGIA";""
"";"87.14";"RADIOGRAFIA DE CONTRASTE DE ORBITA";"RADIOGRAFIA DE CONTRASTE DE ORBITA";"";"RADIOLOGIA";""
"";"87.15";"RADIOGRAFIA DE CONTRASTE DE SENO";"RADIOGRAFIA DE CONTRASTE DE SENO";"";"RADIOLOGIA";""
"";"87.16";"OTRA RADIOGRAFIA DE HUESOS FACIALES";"OTRA RADIOGRAFIA DE HUESOS FACIALES";"";"RADIOLOGIA";""
"";"87.17";"OTRA RADIOGRAFIA DE CRANEO";"OTRA RADIOGRAFIA DE CRANEO";"";"RADIOLOGIA";""
"";"87.2";"RADIOGRAFIA DE COLUMNA DORSAL";"RADIOGRAFIA DE COLUMNA DORSAL";"";"RADIOLOGIA";""
"";"87.21";"MIELOGRAFIA DE CONTRASTE";"MIELOGRAFIA DE CONTRASTE";"";"RADIOLOGIA";""
"";"87.22";"OTRA RADIOGRAFIA DE COLUMNA CERVICAL";"OTRA RADIOGRAFIA DE COLUMNA CERVICAL";"";"RADIOLOGIA";""
"";"87.23";"OTRA RADIOGRAFIA DE COLUMNA TORACICA";"OTRA RADIOGRAFIA DE COLUMNA TORACICA";"";"RADIOLOGIA";""
"";"87.24";"OTRA RADIOGRAFIA DE COLUMNA LUMBOSACRA";"OTRA RADIOGRAFIA DE COLUMNA LUMBOSACRA";"";"RADIOLOGIA";""
"";"87.29";"OTRA RADIOGRAFIA DE COLUMNA VERTEBRAL";"OTRA RADIOGRAFIA DE COLUMNA VERTEBRAL";"";"RADIOLOGIA";""
"";"87.3";"RADIOGRAFIA DE TEJIDOS BLANDOS DE TORAX";"RADIOGRAFIA DE TEJIDOS BLANDOS DE TORAX";"";"RADIOLOGIA";""
"";"87.31";"BRONCOGRAFIA ENDOTRAQUEAL";"BRONCOGRAFIA ENDOTRAQUEAL";"";"RADIOLOGIA";""
"";"87.32";"OTRA BRONCOGRAFIA DE CONTRASTE";"OTRA BRONCOGRAFIA DE CONTRASTE";"";"RADIOLOGIA";""
"";"87.33";"NEUMOGRAFIA MEDIASTINICA";"NEUMOGRAFIA MEDIASTINICA";"";"RADIOLOGIA";""
"";"87.34";"LINFANGIOGRAFIA INTRATORACICA";"LINFANGIOGRAFIA INTRATORACICA";"";"RADIOLOGIA";""
"";"87.35";"RADIOGRAFIA DE CONTRASTE DE CONDUCTOS MAMARIOS";"RADIOGRAFIA DE CONTRASTE DE CONDUCTOS MAMARIOS";"";"RADIOLOGIA";""
"";"87.36";"XEROGRAFIA DE MAMA";"XEROGRAFIA DE MAMA";"";"RADIOLOGIA";""
"";"87.37";"OTRA MAMOGRAFIA";"OTRA MAMOGRAFIA";"";"RADIOLOGIA";""
"";"87.38";"SINOGRAFIA DE PARED TORACICA";"SINOGRAFIA DE PARED TORACICA";"";"RADIOLOGIA";""
"";"87.39";"OTRA RADIOGRAFIA DE TEJIDOS BLANDOS DE PARED TORACICA";"OTRA RADIOGRAFIA DE TEJIDOS BLANDOS DE PARED TORACICA";"";"RADIOLOGIA";""
"";"87.4";"OTRA RADIOGRAFIA DE TORAX";"OTRA RADIOGRAFIA DE TORAX";"";"RADIOLOGIA";""
"";"87.41";"TOMOGRAFIA AXIAL COMPUTERIZADA DE TORAX";"TOMOGRAFIA AXIAL COMPUTERIZADA DE TORAX";"";"RADIOLOGIA";""
"";"87.42";"OTRA TOMOGRAFIA DE TORAX";"OTRA TOMOGRAFIA DE TORAX";"";"RADIOLOGIA";""
"";"87.43";"RADIOGRAFIA DE COSTILLAS, ESTERNON Y CLAVICULA";"RADIOGRAFIA DE COSTILLAS, ESTERNON Y CLAVICULA";"";"RADIOLOGIA";""
"";"87.44";"RADIOGRAFIA TORACICA RUTINARIA, DESCRITA COMO TAL";"RADIOGRAFIA TORACICA RUTINARIA, DESCRITA COMO TAL";"";"RADIOLOGIA";""
"";"87.49";"OTRA RADIOGRAFIA TORACICA";"OTRA RADIOGRAFIA TORACICA";"";"RADIOLOGIA";""
"";"87.5";"RADIOGRAFIA DE TRACTO BILIAR";"RADIOGRAFIA DE TRACTO BILIAR";"";"RADIOLOGIA";""
"";"87.51";"COLANGIOGRAFIA HEPATICA PERCUTANEA";"COLANGIOGRAFIA HEPATICA PERCUTANEA";"";"RADIOLOGIA";""
"";"87.52";"COLANGIOGRAFIA INTRAVENOSA";"COLANGIOGRAFIA INTRAVENOSA";"";"RADIOLOGIA";""
"";"87.53";"COLANGIOGRAFIA INTRAOPERATORIA";"COLANGIOGRAFIA INTRAOPERATORIA";"";"RADIOLOGIA";""
"";"87.54";"OTRA COLANGIOGRAFIA";"OTRA COLANGIOGRAFIA";"";"RADIOLOGIA";""
"";"87.59";"OTRA RADIOGRAFIA DEL TRACTO BILIAR";"OTRA RADIOGRAFIA DEL TRACTO BILIAR";"";"RADIOLOGIA";""
"";"87.6";"OTRA RADIOGRAFIA DEL APARATO DIGESTIVO";"OTRA RADIOGRAFIA DEL APARATO DIGESTIVO";"";"RADIOLOGIA";""
"";"87.61";"TRAGO DE PAPILLA";"TRAGO DE PAPILLA";"";"RADIOLOGIA";""
"";"87.62";"TRANSITO ESOFAGO GASTRO INTESTINAL";"TRANSITO ESOFAGO GASTRO INTESTINAL";"";"RADIOLOGIA";""
"";"87.63";"SERIE DE INTESTINO DELGADO";"SERIE DE INTESTINO DELGADO";"";"RADIOLOGIA";""
"";"87.64";"SERIE DE INTESTINO GRUESO (ENEMA OPACO)";"SERIE DE INTESTINO GRUESO (ENEMA OPACO)";"";"RADIOLOGIA";""
"";"87.65";"OTRA RADIOGRAFIA DE INTESTINO";"OTRA RADIOGRAFIA DE INTESTINO";"";"RADIOLOGIA";""
"";"87.66";"PANCREATOGRAFIA DE CONTRASTE";"PANCREATOGRAFIA DE CONTRASTE";"";"RADIOLOGIA";""
"";"87.69";"OTRA RADIOGRAFIA DEL TRACTO DIGESTIVO";"OTRA RADIOGRAFIA DEL TRACTO DIGESTIVO";"";"RADIOLOGIA";""
"";"87.7";"RADIOGRAFIA DEL APARATO URINARIO";"RADIOGRAFIA DEL APARATO URINARIO";"";"RADIOLOGIA";""
"";"87.71";"TOMOGRAFIA AXIAL COMPUTERIZADA DE RIÑON";"TOMOGRAFIA AXIAL COMPUTERIZADA DE RIÑON";"";"RADIOLOGIA";""
"";"87.72";"OTRA NEFROTOMOGRAFIA";"OTRA NEFROTOMOGRAFIA";"";"RADIOLOGIA";""
"";"87.73";"PIELOGRAFIA INTRAVENOSA";"PIELOGRAFIA INTRAVENOSA";"";"RADIOLOGIA";""
"";"87.74";"PIELOGRAFIA RETROGRADA";"PIELOGRAFIA RETROGRADA";"";"RADIOLOGIA";""
"";"87.75";"PIELOGRAFIA PERCUTANEA";"PIELOGRAFIA PERCUTANEA";"";"RADIOLOGIA";""
"";"87.76";"CISTOURETROGRAFIA RETROGRADA";"CISTOURETROGRAFIA RETROGRADA";"";"RADIOLOGIA";""
"";"87.77";"OTRA CISTOGRAFIA";"OTRA CISTOGRAFIA";"";"RADIOLOGIA";""
"";"87.78";"CONDUCTOGRAFIA ILEAL";"CONDUCTOGRAFIA ILEAL";"";"RADIOLOGIA";""
"";"87.79";"OTRA RADIOGRAFIA DEL APARATO URINARIO";"OTRA RADIOGRAFIA DEL APARATO URINARIO";"";"RADIOLOGIA";""
"";"87.8";"RADIOGRAFIA DE ORGANOS GENITALES FEMENINOS";"RADIOGRAFIA DE ORGANOS GENITALES FEMENINOS";"";"RADIOLOGIA";""
"";"87.81";"RADIOGRAFIA DE UTERO GRAVIDO";"RADIOGRAFIA DE UTERO GRAVIDO";"";"RADIOLOGIA";""
"";"87.82";"HISTEROSALPINGOGRAFIA DE CONTRASTE POR GAS";"HISTEROSALPINGOGRAFIA DE CONTRASTE POR GAS";"";"RADIOLOGIA";""
"";"87.83";"HISTEROSALPINGOGRAFIA CON CONTRATE RADIOPACO";"HISTEROSALPINGOGRAFIA CON CONTRATE RADIOPACO";"";"RADIOLOGIA";""
"";"87.84";"HISTEROGRAFIA PERCUTANEA";"HISTEROGRAFIA PERCUTANEA";"";"RADIOLOGIA";""
"";"87.85";"OTRA RADIOGRAFIA DE TROMPAS DE FALOPIO Y UTERO";"OTRA RADIOGRAFIA DE TROMPAS DE FALOPIO Y UTERO";"";"RADIOLOGIA";""
"";"87.89";"OTRA RADIOGRAFIA DE ORGANOS GENITALES FEMENINOS";"OTRA RADIOGRAFIA DE ORGANOS GENITALES FEMENINOS";"";"RADIOLOGIA";""
"";"87.9";"RADIOGRAFIA DE ORGANOS GENITALES MASCULINOS";"RADIOGRAFIA DE ORGANOS GENITALES MASCULINOS";"";"RADIOLOGIA";""
"";"87.91";"RADIOGRAFIA DE CONTRASTE DE VESICULAS SEMINALES";"RADIOGRAFIA DE CONTRASTE DE VESICULAS SEMINALES";"";"RADIOLOGIA";""
"";"87.92";"OTRA RADIOGRAFIA DE PROSTATA Y VESICULAS SEMINALES";"OTRA RADIOGRAFIA DE PROSTATA Y VESICULAS SEMINALES";"";"RADIOLOGIA";""
"";"87.93";"EPIDIDIMOGRAFIA DE CONTRASTE";"EPIDIDIMOGRAFIA DE CONTRASTE";"";"RADIOLOGIA";""
"";"87.94";"VASOGRAFIA DE CONTRASTE (DEFERENTOGRAFIA)";"VASOGRAFIA DE CONTRASTE (DEFERENTOGRAFIA)";"";"RADIOLOGIA";""
"";"87.95";"OTRA RADIOGRAFIA DE EPIDIDIMO Y CONDUCTOS DEFERENTES";"OTRA RADIOGRAFIA DE EPIDIDIMO Y CONDUCTOS DEFERENTES";"";"RADIOLOGIA";""
"";"87.99";"OTRA RADIOGRAFIA DE ORGANOS GENITALES MASCULINOS";"OTRA RADIOGRAFIA DE ORGANOS GENITALES MASCULINOS";"";"RADIOLOGIA";""
"";"88.0";"RADIOGRAFIA DE TEJIDOS BLANDOS DE ABDOMEN";"RADIOGRAFIA DE TEJIDOS BLANDOS DE ABDOMEN";"";"RADIOLOGIA";""
"";"88.01";"TOMOGRAFIA AXIAL COMPUTERIZADA DE ABDOMEN";"TOMOGRAFIA AXIAL COMPUTERIZADA DE ABDOMEN";"";"RADIOLOGIA";""
"";"88.02";"OTRA TOMOGRAFIA DE ABDOMEN";"OTRA TOMOGRAFIA DE ABDOMEN";"";"RADIOLOGIA";""
"";"88.03";"SINOGRAFIA DE PARED ABDOMINAL";"SINOGRAFIA DE PARED ABDOMINAL";"";"RADIOLOGIA";""
"";"88.04";"LINFANGIOGRAFIA ABDOMINAL";"LINFANGIOGRAFIA ABDOMINAL";"";"RADIOLOGIA";""
"";"88.09";"OTRA RADIOGRAFIA DE TEJIDOS BLANDOS DE PARED ABDOMINAL";"OTRA RADIOGRAFIA DE TEJIDOS BLANDOS DE PARED ABDOMINAL";"";"RADIOLOGIA";""
"";"88.1";"OTRA RADIOGRAFIA DE ABDOMEN";"OTRA RADIOGRAFIA DE ABDOMEN";"";"RADIOLOGIA";""
"";"88.11";"RADIOGRAFIA PELVICA DE CONTRASTE POR CONTRASTE OPACO";"RADIOGRAFIA PELVICA DE CONTRASTE POR CONTRASTE OPACO";"";"RADIOLOGIA";""
"";"88.12";"RADIOGRAFIA PELVICA DE CONTRATE POR GAS";"RADIOGRAFIA PELVICA DE CONTRATE POR GAS";"";"RADIOLOGIA";""
"";"88.13";"OTRA NEUMOGRAFIA PERITONEAL";"OTRA NEUMOGRAFIA PERITONEAL";"";"RADIOLOGIA";""
"";"88.14";"FISTULOGRAFIA RETROPERITONEAL";"FISTULOGRAFIA RETROPERITONEAL";"";"RADIOLOGIA";""
"";"88.15";"NEUMOGRAFIA RETROPERITONEAL";"NEUMOGRAFIA RETROPERITONEAL";"";"RADIOLOGIA";""
"";"88.16";"OTRA RADIOGRAFIA PERITONEAL";"OTRA RADIOGRAFIA PERITONEAL";"";"RADIOLOGIA";""
"";"88.19";"OTRA RADIOGRAFIA DE ABDOMEN";"OTRA RADIOGRAFIA DE ABDOMEN";"";"RADIOLOGIA";""
"";"88.2";"RADIOGRAFIA ESQUELETICA DE EXTREMIDADES Y PELVIS";"RADIOGRAFIA ESQUELETICA DE EXTREMIDADES Y PELVIS";"";"RADIOLOGIA";""
"";"88.21";"RADIOGRAFIA ESQUELETICA DE HOMBRO Y BRAZO SUPERIOR";"RADIOGRAFIA ESQUELETICA DE HOMBRO Y BRAZO SUPERIOR";"";"RADIOLOGIA";""
"";"88.22";"RADIOGRAFIA ESQUELETICA DE CODO Y ANTEBRAZO";"RADIOGRAFIA ESQUELETICA DE CODO Y ANTEBRAZO";"";"RADIOLOGIA";""
"";"88.23";"RADIOGRAFIA ESQUELETICA DE MUÑECA Y MANO";"RADIOGRAFIA ESQUELETICA DE MUÑECA Y MANO";"";"RADIOLOGIA";""
"";"88.24";"RADIOGRAFIA ESQUELETICA DE MIEMBRO SUPERIOR, NEOM";"RADIOGRAFIA ESQUELETICA DE MIEMBRO SUPERIOR, NEOM";"";"RADIOLOGIA";""
"";"88.25";"PELVIMETRIA";"PELVIMETRIA";"";"RADIOLOGIA";""
"";"88.26";"OTRA RADIOGRAFIA ESQUELETICA DE PELVIS Y CADERA";"OTRA RADIOGRAFIA ESQUELETICA DE PELVIS Y CADERA";"";"RADIOLOGIA";""
"";"88.27";"RADIOGRAFIA ESQUELETICA DE MUSLO, RODILLAS Y PIERNA INFERIOR";"RADIOGRAFIA ESQUELETICA DE MUSLO, RODILLAS Y PIERNA INFERIOR";"";"RADIOLOGIA";""
"";"88.28";"RADIOGRAFIA ESQUELETICA DE TOBILLO Y PIE";"RADIOGRAFIA ESQUELETICA DE TOBILLO Y PIE";"";"RADIOLOGIA";""
"";"88.29";"RADIOGRAFIA ESQUELETICA DE MIEMBRO INFERIOR, NEOM.";"RADIOGRAFIA ESQUELETICA DE MIEMBRO INFERIOR, NEOM.";"";"RADIOLOGIA";""
"";"88.3";"OTRA RADIOGRAFIA";"OTRA RADIOGRAFIA";"";"RADIOLOGIA";""
"";"88.31";"SERIE ESQUELETICA";"SERIE ESQUELETICA";"";"RADIOLOGIA";""
"";"88.32";"ARTROGRAFIA DE CONTRASTE";"ARTROGRAFIA DE CONTRASTE";"";"RADIOLOGIA";""
"";"88.33";"OTRA RADIOGRAFIA ESQUELETICA";"OTRA RADIOGRAFIA ESQUELETICA";"";"RADIOLOGIA";""
"";"88.34";"LINFANGIOGRAFIA DE MIEMBRO SUPERIOR";"LINFANGIOGRAFIA DE MIEMBRO SUPERIOR";"";"RADIOLOGIA";""
"";"88.35";"OTRA RADIOGRAFIA DE TEJIDOS BLANDOS DE MIEMBRO SUPERIOR";"OTRA RADIOGRAFIA DE TEJIDOS BLANDOS DE MIEMBRO SUPERIOR";"";"RADIOLOGIA";""
"";"88.36";"LINFANGIOGRAFIA DE MIEMBRO INFERIOR";"LINFANGIOGRAFIA DE MIEMBRO INFERIOR";"";"RADIOLOGIA";""
"";"88.37";"OTRA RADIOGRAFIA DE TEJIDOS BLANDOS DE MIEMBRO INFERIOR";"OTRA RADIOGRAFIA DE TEJIDOS BLANDOS DE MIEMBRO INFERIOR";"";"RADIOLOGIA";""
"";"88.38";"OTRA TOMOGRAFIA AXIAL COMPUTERIZADA";"OTRA TOMOGRAFIA AXIAL COMPUTERIZADA";"";"RADIOLOGIA";""
"";"88.39";"RADIOGRAFIA, OTRA Y NO ESPECIFICADA";"RADIOGRAFIA, OTRA Y NO ESPECIFICADA";"";"RADIOLOGIA";""
"";"88.4";"ARTERIOGRAFIA CON EMPLEO DE MATERIAL DE CONTRASTE";"ARTERIOGRAFIA CON EMPLEO DE MATERIAL DE CONTRASTE";"";"RADIOLOGIA";""
"";"88.40";"ARTERIOGRAFIA CON EMPLEO DE MATERIAL DE CONTRASTE,SITIO NO E";"ARTERIOGRAFIA CON EMPLEO DE MATERIAL DE CONTRASTE,SITIO NO E";"";"RADIOLOGIA";""
"";"88.41";"ARTERIOGRAFIA DE ARTERIAS CEREBRALES";"ARTERIOGRAFIA DE ARTERIAS CEREBRALES";"";"RADIOLOGIA";""
"";"88.42";"AORTOGRAFIA";"AORTOGRAFIA";"";"RADIOLOGIA";""
"";"88.43";"ARTERIOGRAFIA DE ARTERIAS PULMONARES";"ARTERIOGRAFIA DE ARTERIAS PULMONARES";"";"RADIOLOGIA";""
"";"88.44";"ARTERIOGRAFIA DE OTROS VASOS INTRATORACICOS";"ARTERIOGRAFIA DE OTROS VASOS INTRATORACICOS";"";"RADIOLOGIA";""
"";"88.45";"ARTERIOGRAFIA DE ARTERIAS RENALES";"ARTERIOGRAFIA DE ARTERIAS RENALES";"";"RADIOLOGIA";""
"";"88.46";"ARTERIOGRAFIA DE PLACENTA";"ARTERIOGRAFIA DE PLACENTA";"";"RADIOLOGIA";""
"";"88.47";"ARTERIOGRAFIA DE OTRAS ARTERIAS INTRA ABDOMINALES";"ARTERIOGRAFIA DE OTRAS ARTERIAS INTRA ABDOMINALES";"";"RADIOLOGIA";""
"";"88.48";"ARTERIOG. DE ARTERIAS FEMORALES Y OTRAS ART. DE EXTRE.INF.";"ARTERIOG. DE ARTERIAS FEMORALES Y OTRAS ART. DE EXTRE.INF.";"";"RADIOLOGIA";""
"";"88.49";"ARTERIOGRAFIA DE OTROS SITIOS ESPECIFICADOS";"ARTERIOGRAFIA DE OTROS SITIOS ESPECIFICADOS";"";"RADIOLOGIA";""
"";"88.5";"ANGIOCARDIOGRAFIA CON EMPLEO DE MATERIAL DE CONTRASTE";"ANGIOCARDIOGRAFIA CON EMPLEO DE MATERIAL DE CONTRASTE";"";"RADIOLOGIA";""
"";"88.50";"ANGIOCARDIOGRAFIA, NEOM";"ANGIOCARDIOGRAFIA, NEOM";"";"RADIOLOGIA";""
"";"88.51";"ANGIOCARDIOGRAFIA DE VENAS CAVAS";"ANGIOCARDIOGRAFIA DE VENAS CAVAS";"";"RADIOLOGIA";""
"";"88.52";"ANGIOCARDIOGRAFIA DE ESTRUCTURAS CARDIACAS DERECHAS";"ANGIOCARDIOGRAFIA DE ESTRUCTURAS CARDIACAS DERECHAS";"";"RADIOLOGIA";""
